sugar,butter,egg,flour,milk,raising-agent,water,salt,syrup,label
320,110,104,300,0,6,0,3,34,biscuit
100,140,0,200,0,1,0,1,70,biscuit
450,335,104,450,0,6,0,6,0,biscuit
150,0,104,75,0,0,0,0,0,biscuit
175,100,52,350,0,6,0,0,68,biscuit
160,240,52,560,34,6,0,0,0,biscuit
50,50,0,250,100,0,0,0,0,biscuit
168,75,52,150,0,0,0,0,0,biscuit
435,170,53,250,0,6,0,0,0,biscuit
300,210,104,535,0,6,0,3,0,biscuit
153,225,0,250,0,0,34,0,0,biscuit
250,350,0,450,0,0,0,0,0,biscuit
85,55,0,55,0,0,0,0,0,biscuit
100,125,52,225,0,0,0,0,0,biscuit
90,230,0,280,0,0,0,0,0,biscuit
160,115,52,155,0,1,0,1,0,biscuit
90,90,52,175,0,0,0,0,0,biscuit
150,335,0,250,51,0,0,0,0,biscuit
200,115,156,375,0,12,0,1.5,0,biscuit
132,125,52,250,0,6,0,0,0,biscuit
200,75,44,875,0,12,163,6,0,biscuit
113,115,0,175,0,0,0,0,8.5,biscuit
200,200,0,400,0,0,0,0,200,biscuit
150,100,52,350,0,6,0,0,0,biscuit
237,175,156,400,0,6,0,0,0,biscuit
200,340,104,560,0,12,0,0,0,biscuit
200,500,0,500,0,0,0,0,0,biscuit
176,90,126,250,0,6,0,1.5,0,biscuit
153,175,0,200,0,0,0,0,0,biscuit
75,285,0,185,397,0,0,0,34,biscuit
143,75,52,125,34,0,0,0,0,biscuit
50,200,0,284,0,0,0,0,0,biscuit
110,0,32,110,68,9,0,0,0,biscuit
178,0,0,205,0,3,0,3,0,biscuit
225,125,52,200,0,0,0,3,0,biscuit
50,175,0,350,34,0,0,0,51,biscuit
270,200,0,250,0,0,0,1.5,0,biscuit
320,450,104,550,0,6,0,0,0,biscuit
225,225,0,285,0,3,68,0.75,0,biscuit
153,50,52,125,0,0,0,0,0,biscuit
200,50,104,334,0,6,0,0,0,biscuit
200,100,52,300,0,3,0,0,0,biscuit
55,110,0,165,0,0,0,0,0,biscuit
55,85,0,110,0,0,0,0,0,biscuit
125,100,156,125,0,6,12,0,0,biscuit
50,85,52,135,0,0,0,1,0,biscuit
75,175,0,175,0,0,0,0,0,biscuit
300,175,52,400,0,12,0,3,0,biscuit
100,225,0,375,0,12,0,6,136,biscuit
345,225,156,460,0,12,0,3,0,biscuit
125,200,0,250,0,0,0,1,0,biscuit
135,115,0,209,0,0,0,1,0,biscuit
200,225,0,250,0,6,0,0,34,biscuit
200,125,187,400,0,15,0,0,0,biscuit
200,225,52,420,0,6,0,4.5,340,biscuit
142,225,22,280,0,0,0,0,0,biscuit
230,230,0,460,0,3,17,0,17,biscuit
350,455,104,330,0,12,0,0,0,biscuit
68,34,0,250,125,0,0,0,0,biscuit
180,160,104,250,80,0,0,0,0,biscuit
126,0,156,350,0,9,0,1.5,51,biscuit
200,160,0,200,0,0,0,0,0,biscuit
100,100,52,250,0,0,0,0,0,biscuit
375,250,0,170,0,17,0,0,0,biscuit
150,0,84,250,0,6,0,0,0,biscuit
200,200,104,500,125,17,0,1.5,0,biscuit
250,275,104,375,0,15,0,3,260,biscuit
200,175,104,300,0,4.5,0,3,0,biscuit
200,115,104,440,0,6,0,3,0,biscuit
210,175,52,155,0,3,0,3,0,biscuit
140,115,52,125,0,0,0,0,51,biscuit
360,240,104,370,0,6,0,3,0,biscuit
120,125,52,250,0,6,0,0,0,biscuit
170,112,52,200,200,3,0,3,0,biscuit
125,125,52,200,0,0,0,0,0,biscuit
150,80,52,115,0,0.25,0,0.25,0,biscuit
100,134,0,185,0,6,0,0,17,biscuit
400,300,99,480,0,0,0,0,0,biscuit
110,145,0,270,0,0,0,0,110,biscuit
205,225,52,240,0,0,0,0,18,biscuit
500,500,0,500,0,0,0,0,0,biscuit
175,115,52,350,0,6,0,0,68,biscuit
210,115,52,250,0,0,0,0,0,biscuit
275,225,104,450,0,6,0,0,17,biscuit
120,115,52,160,0,1.5,0,1,0,biscuit
380,250,104,375,0,0,0,0,0,biscuit
160,200,0,450,0,0,0,0,59.5,biscuit
185,275,22,250,0,0,0,0,0,biscuit
150,225,104,275,0,0,0,0,0,biscuit
106,150,52,300,0,6,0,0,0,biscuit
100,50,32,60,0,0,0,0,0,biscuit
110,85,0,350,0,0,0,0,68,biscuit
150,225,135,250,0,0,125,1,0,biscuit
80,0,0,165,0,0,0,0,0,biscuit
75,75,52,125,0,0,0,0,0,biscuit
448,220,104,310,150,0,0,1,0,biscuit
180,0,104,225,0,6,0,0,0,biscuit
68,160,0,200,0,0,0,1,0,biscuit
130,250,88,300,400,0,0,1,0,biscuit
181,125,52,200,0,0,0,1,0,biscuit
320,225,104,310,0,6,0,6,0,biscuit
120,200,0,500,0,18,0,1,0,biscuit
200,200,104,500,0,6,0,0,350,biscuit
55,110,0,170,0,0,0,0,0,biscuit
55,125,0,180,0,0,0,0,0,biscuit
350,350,312,750,0,12,0,3,0,biscuit
300,200,52,415,150,6,0,1,0,biscuit
200,0,136,275,0,9,0,0,0,biscuit
200,125,52,265,0,1.5,0,1.5,0,biscuit
125,100,52,150,0,0,0,0,0,biscuit
250,500,66,750,0,24,0,1,0,biscuit
110,140,52,200,0,0,0,1,0,biscuit
210,110,52,225,0,9,0,3,0,biscuit
155,120,52,140,0,3,0,3,0,biscuit
97,100,22,150,0,3,0,0,0,biscuit
300,100,52,457,0,18,120,3,0,biscuit
210,250,104,420,0,0,0,0,0,biscuit
60,55,52,430,0,9,0,0,95,biscuit
325,220,104,360,0,6,0,6,0,biscuit
440,225,156,460,0,12,0,6,0,biscuit
126,200,88,220,0,0,0,0,0,biscuit
125,75,126,225,0,12,17,0,0,biscuit
85,175,0,225,0,0,0,0,0,biscuit
475,105,156,250,0,12,34,0,0,biscuit
120,125,0,250,0,0,0,0,51,biscuit
200,225,22,280,0,0,0,3,0,biscuit
200,225,52,340,0,0,0,0,0,biscuit
68,115,0,180,0,0,0,0,0,biscuit
220,400,0,340,300,0,0,0,51,biscuit
75,175,0,225,0,0,0,0,0,biscuit
201,200,52,350,0,6,0,0,0,biscuit
550,425,0,125,0,6,0,0,0,biscuit
300,0,83,375,0,3,0,0,175,biscuit
150,121,52,245,0,6,0,0,0,biscuit
110,140,0,225,0,0,0,1,0,biscuit
250,159,0,500,0,8.5,0,0,17,biscuit
234,240,0,340,17,0,0,0,0,biscuit
260,225,104,225,0,6,0,3,0,biscuit
90,90,22,150,0,6,0,0,0,biscuit
150,115,104,440,0,9,0,3,0,biscuit
200,250,0,375,0,0,0,0,0,biscuit
100,125,0,160,0,0,0,0,0,biscuit
100,120,88,200,0,0,17,1,0,biscuit
125,0,156,250,0,6,0,1,0,biscuit
150,200,118,500,0,15,0,0,0,biscuit
225,0,170,225,0,0,0,0,0,biscuit
225,225,104,225,0,0,0,0,0,biscuit
300,170,74,250,0,3,0,3,0,biscuit
132,75,104,200,0,0,0,1.5,0,biscuit
150,75,52,175,0,3,0,0,0,biscuit
60,34,31,100,0,3,0,0,6,biscuit
400,170,52,275,0,6,0,3,0,biscuit
180,200,0,350,100,0,0,0,76.5,biscuit
200,150,52,250,0,3,0,1.5,0,biscuit
350,175,104,320,0,6,0,4.5,0,biscuit
218,110,52,220,0,3,0,1.5,0,biscuit
330,225,104,280,0,3,0,0,0,biscuit
115,85,52,170,0,0,0,0,0,biscuit
150,120,52,200,0,0,0,3,0,biscuit
200,100,52,375,0,6,0,0.75,0,biscuit
121,250,74,500,0,0,0,0,0,biscuit
90,90,0,200,0,6,0,0,34,biscuit
300,220,104,450,0,6,0,3,0,biscuit
260,175,0,250,0,6,0,3,0,biscuit
860,540,104,500,125,12,0,6,0,biscuit
525,225,104,450,17,7.5,0,6,0,biscuit
300,225,208,500,0,18,0,3,0,biscuit
268,175,104,310,0,9,0,4.5,0,biscuit
850,450,208,620,0,18,0,6,0,biscuit
200,80,156,395,0,17,0,0,0,biscuit
175,273,0,230,0,3,0,3,0,biscuit
55,125,0,190,0,0,0,0,0,biscuit
145,115,208,375,51,18,0,0,0,biscuit
300,110,52,310,0,12,0,6,0,biscuit
200,50,52,250,0,3,100,4.5,0,biscuit
125,125,208,125,0,1.333333333,0,0,0,biscuit
120,150,0,350,0,0,0,0,34,biscuit
155,50,52,115,0,6,0,0,0,biscuit
200,220,104,305,0,6,0,3,0,biscuit
200,110,104,200,0,3,0,1.5,0,biscuit
188,0,0,85,0,6,136,0,175,biscuit
650,0,38,125,0,0,0,0,0,biscuit
200,225,0,250,0,0,0,6,0,biscuit
200,175,52,250,0,0,0,0,0,biscuit
118,100,31,200,34,0,0,0,0,biscuit
120,150,0,360,0,6,0,0,60,biscuit
100,150,0,250,51,1.5,0,1.5,0,biscuit
168,112,52,336,0,6,0,0,68,biscuit
100,250,0,375,0,3,0,0,0,biscuit
125,0,104,125,0,1,0,0,0,biscuit
100,225,0,250,0,0,0,1.5,0,biscuit
150,188,52,250,0,3,0,1.5,0,biscuit
115,170,0,282,0,0,0,0,0,biscuit
115,50,52,150,0,2.5,0,0,0,biscuit
200,450,260,700,0,51,0,3,0,biscuit
60,225,0,234,0,0,0,0,0,biscuit
68,17,104,60,0,0,0,0,0,biscuit
200,200,104,500,0,0,0,1,0,biscuit
400,120,364,875,0,30,0,0,0,biscuit
150,175,0,450,0,0,0,0,85,biscuit
300,165,52,250,0,9,0,3,0,biscuit
300,165,52,250,0,12,0,3,0,biscuit
85,225,0,275,0,0,0,0,0,biscuit
175,225,0,285,0,0,0,0,0,biscuit
250,50,0,400,0,0,68,0,6,biscuit
320,240,104,310,0,6,34,3,34,biscuit
85,225,0,275,0,0,0,0,0,biscuit
200,250,156,375,0,6,0,1.5,0,biscuit
130,250,44,300,0,0,3,1,0,biscuit
55,125,0,160,0,0,0,0,0,biscuit
192.5,225,52,300,0,0,0,6,0,biscuit
95,120,0,160,0,0,0,0,59.5,biscuit
220,175,0,320,0,3,0,6,0,biscuit
60,225,0,200,0,0,0,0,0,biscuit
200,119,0,200,80,3,0,3,0,biscuit
142,142,52,426,0,0,0,0,0,biscuit
140,155,0,150,0,0,0,0,0,biscuit
100,225,0,250,0,1.5,0,0.75,0,biscuit
150,180,105,250,0,0,0,1,0,biscuit
400,425,208,625,0,23,0,0,0,biscuit
200,340,52,200,0,3,0,1,0,biscuit
210,242,0,250,0,9,0,0.75,0,biscuit
200,110,104,200,68,3,0,0,0,biscuit
73,113,0,255,0,3,0,0,120,biscuit
210,110,52,320,0,12,0,0,0,biscuit
200,175,104,400,0,6,0,6,0,biscuit
125,250,0,348,0,0,0,0,0,biscuit
300,225,104,250,0,4.5,0,1.5,0,biscuit
100,85,31,250,0,9,0,0,175,biscuit
100,200,0,300,0,0,0,0,0,biscuit
370,155,0,310,0,0,150,3,0,biscuit
525,120,208,250,0,12,0,1,0,biscuit
250,250,0,300,0,0,0,0,0,biscuit
270,225,104,440,0,7.5,0,3,0,biscuit
100,115,0,450,0,6,0,0,0,biscuit
125,125,52,250,0,0,0,0,0,biscuit
459,225,104,450,12,6,0,3,12,biscuit
150,175,156,440,0,12,0,0,0,biscuit
340,110,52,250,0,6,34,1.5,0,biscuit
200,250,0,280,0,0,0,0,0,biscuit
320,125,52,250,85,6,0,0,12,biscuit
300,160,104,470,0,9,250,6,0,biscuit
100,0,83,125,0,3,0,1.5,0,biscuit
110,170,52,375,0,9,0,3,0,biscuit
200,200,0,350,0,0,0,0,0,biscuit
200,170,52,280,0,6,0,1.5,0,biscuit
250,250,252,500,0,0,0,1,0,biscuit
300,437,44,200,17,0,0,0,0,biscuit
220,225,0,385,0,4.5,0,0,0,biscuit
210,110,52,280,0,6,0,0,0,biscuit
200,225,0,350,0,0,0,0,0,biscuit
300,200,156,400,0,6,0,6,0,biscuit
110,225,0,275,0,0,0,0,0,biscuit
244,225,52,375,0,9,0,1.5,0,biscuit
112,144,0,250,0,0,0,0,0,biscuit
325,475,104,375,0,9,0,4.5,0,biscuit
250,250,118,500,0,0,0,0,0,biscuit
550,142,52,300,51,12,0,3,0,biscuit
100,0,0,240,0,0,0,0,0,biscuit
400,425,260,950,0,36,0,3,0,biscuit
55,125,0,180,0,0,0,0,0,biscuit
425,225,104,385,0,9,0,0,0,biscuit
365,175,156,375,0,17,0,0,0,biscuit
300,225,52,500,0,9,0,3,0,biscuit
50,100,0,150,0,0,0,0,0,biscuit
68,200,31,250,0,0,0,0,0,biscuit
100,200,0,350,0,0,0,1,0,biscuit
170,10,104,80,0,3,0,3,0,biscuit
300,125,52,350,17,6,0,0,0,biscuit
350,150,230,500,0,0,0,0,0,biscuit
100,0,104,100,0,1,0,1,0,biscuit
300,225,104,250,0,4.5,0,3,0,biscuit
50,34,0,180,34,17,0,1.5,0,biscuit
168,275,0,180,445,0,0,0,34,biscuit
153,125,52,125,0,0,0,0,0,biscuit
420,225,104,330,0,6,0,6,0,biscuit
550,250,0,300,0,0,0,0,0,biscuit
100,100,0,250,51,18,0,3,0,biscuit
450,0,208,440,0,0,0,0,0,biscuit
100,35,52,102,0,6,0,0,0,biscuit
295,170,74,250,0,0,0,0,0,biscuit
100,175,52,300,0,6,0,1,0,biscuit
347,187,104,315,0,12,0,6,0,biscuit
125,200,0,400,0,0,0,0,0,biscuit
450,0,156,310,0,15,0,0,0,biscuit
300,225,104,250,0,4.5,0,1.5,0,biscuit
100,110,22,190,51,3,0,3,0,biscuit
540,225,84,325,0,12,0,0,34,biscuit
106,142,104,250,0,6,0,0,0,biscuit
270,175,31,250,0,6,0,1.5,0,biscuit
165,115,52,200,0,3,0,0.75,0,biscuit
320,225,104,450,0,6,0,0,0,biscuit
150,100,52,350,0,6,0,0,68,biscuit
140,170,52,235,0,6,0,3,0,biscuit
121,125,52,250,0,6,0,0,0,biscuit
220,125,52,190,0,0,0,0,0,biscuit
125,100,0,250,50,0,0,0,0,biscuit
100,60,52,210,0,17,0,0,17,biscuit
135,75,126,220,0,12,17,0,0,biscuit
320,240,104,310,0,6,34,3,34,biscuit
200,225,52,375,0,6,0,6,0,biscuit
210,295,52,190,0,0,0,0,0,biscuit
300,225,104,375,0,4.5,0,3,0,biscuit
150,250,104,300,0,0,0,0,0,biscuit
251,250,260,400,0,6,0,0,0,biscuit
225,110,364,220,0,0,0,3,0,biscuit
51,35,0,140,0,0,0,0,34,biscuit
170,285,0,300,0,0,0,40,102,biscuit
125,100,0,200,0,0,0,1,0,biscuit
320,350,0,570,0,0,0,0,68,biscuit
210,110,52,200,0,3,0,0,0,biscuit
100,100,22,250,0,6,0,3,0,biscuit
315,225,104,300,0,9,0,6,0,biscuit
275,160,44,285,0,6,0,6,0,biscuit
176,200,44,250,0,0,0,0,0,biscuit
110,110,52,170,0,1.5,0,0,0,biscuit
320,225,104,310,0,3,0,1.5,0,biscuit
180,225,52,300,0,6,0,0,0,biscuit
200,450,0,512,0,0,0,0,0,biscuit
320,260,104,360,0,3,60,0,0,biscuit
220,34,0,160,125,0,0,3,120,biscuit
420,225,104,290,0,12,0,3,0,biscuit
210,110,52,150,0,3,0,1.5,0,biscuit
150,150,0,300,34,6,0,0,34,biscuit
100,110,52,150,0,6,0,0,0,biscuit
117,55,52,200,0,6,0,1.5,0,biscuit
218,125,52,225,80,7.5,0,0,0,biscuit
94,225,0,250,0,1.5,0,1.5,0,biscuit
200,60,156,310,0,13.5,0,1.5,0,biscuit
100,100,52,450,0,6,9,1.5,0,biscuit
85,175,0,175,396,0,0,0,0,biscuit
80,225,52,280,0,0,0,1.5,0,biscuit
100,70,52,210,85,3,0,3,0,biscuit
640,340,52,660,0,18,0,6,0,biscuit
320,235,104,300,0,6,0,3,0,biscuit
76,150,52,200,0,0,0,0,0,biscuit
140,250,0,500,17,0,0,0,0,biscuit
175,225,22,275,0,0,0,0,0,biscuit
200,118,52,310,140,12,0,0,0,biscuit
178,110,52,150,0,3,0,0,0,biscuit
300,575,104,250,0,4.5,0,3,0,biscuit
345,225,104,360,0,12,0,0,0,biscuit
150,125,52,170,0,6,0,0,60,biscuit
51,75,31,175,0,0,0,0,0,biscuit
335,450,0,280,1,0,0,0,68,biscuit
260,225,104,280,0,6,0,6,0,biscuit
187,125,52,200,0,0,0,0,0,biscuit
740,500,208,1275,0,24,0,6,0,biscuit
50,50,0,75,0,0,0,0,8.5,biscuit
125,250,0,300,0,0,0,0,0,biscuit
200,130,52,175,0,6,0,1,0,biscuit
275,125,52,125,0,0,0,0,0,biscuit
100,200,22,300,0,0,0,1,0,biscuit
342,330,104,300,0,6,68,0,0,biscuit
301,170,0,270,0,0,0,0,0,biscuit
119,60,31,380,0,0.5,51,1,0,biscuit
120,110,52,125,0,3,0,3,0,biscuit
140,208,0,240,17,6,0,0,6,biscuit
194,125,52,180,0,0,0,0,0,biscuit
110,225,0,225,0,0,0,0,0,biscuit
225,225,0,350,170,0,0,0,0,biscuit
100,110,52,250,0,0,0,0,0,biscuit
110,175,0,265,0,0,0,0,85,biscuit
50,0,66,650,250,0,0,0,0,biscuit
100,75,0,100,0,1.5,0,0,34,biscuit
220,100,52,190,0,12,0,3,125,biscuit
210,110,52,205,0,9,0,3,0,biscuit
194,275,52,200,0,0,0,1,51,biscuit
400,225,0,650,0,3,85,3,250,biscuit
350,275,52,390,68,6,0,3,68,biscuit
440,368,0,255,120,0,0,0,0,biscuit
100,200,0,250,34,6,0,6,0,biscuit
85,225,0,280,0,0,0,1,0,biscuit
168,175,76,250,0,0,0,1.5,0,biscuit
320,175,104,250,0,17,0,3,0,biscuit
525,340,104,575,0,12,0,0,0,biscuit
425,225,0,375,0,6,7,3,0,biscuit
200,250,156,280,0,0,0,0,0,biscuit
260,225,104,250,170,6,0,6,0,biscuit
140,330,0,330,0,0,0,0,0,biscuit
560,115,137,500,0,3,0,3,0,biscuit
350,250,104,250,0,0,0,0,0,biscuit
74,225,22,200,0,0,0,3,0,biscuit
240,225,99,310,0,3,0,1,0,biscuit
250,450,0,375,0,0.75,0,0,0,biscuit
150,115,52,225,0,3,0,0,0,biscuit
180,310,52,225,0,6,0,3,0,biscuit
185,84,52,225,0,12,0,0,0,biscuit
325,225,104,280,0,6,0,1.5,0,biscuit
200,125,52,275,0,6,17,1,0,biscuit
425,125,156,500,250,18,119,1,0,biscuit
100,100,52,250,0,0,0,1,0,biscuit
144,145,22,250,34,6,0,0,0,biscuit
420,465,52,500,17,6,0,6,0,biscuit
75,242,0,250,0,0,0,0,0,biscuit
225,150,74,300,0,0,0,0,0,biscuit
60,75,44,100,0,6,0,3,0,biscuit
450,170,52,300,0,6,0,6,0,biscuit
85,200,0,170,0,6,0,0,0,biscuit
200,225,208,250,0,17,0,1.5,0,biscuit
140,140,52,200,0,0,0,0,0,biscuit
100,110,52,125,0,3,0,0,0,biscuit
780,115,156,375,125,18,0,6,0,biscuit
100,0,22,200,100,3,0,0,0,biscuit
175,230,52,400,0,12,0,6,0,biscuit
200,235,52,375,0,12,0,3,0,biscuit
250,0,156,300,0,12,0,0,0,biscuit
100,0,62,85,0,0,0,1,85,biscuit
175,150,0,285,0,6,0,0,30,biscuit
100,225,104,315,68,15,0,1.5,350,biscuit
150,225,52,150,0,0,0,1,0,biscuit
205,150,88,250,0,0,0,1,0,biscuit
115,200,104,450,0,0,0,0,0,biscuit
300,225,312,440,0,24,0,0,0,biscuit
80,150,52,230,0,8,0,1,0,biscuit
85.5,500,156,450,150,0,0,3,0,biscuit
600,0,156,125,0,0,240,1,0,biscuit
305,0,0,375,0,6,0,0,0,biscuit
250,275,52,450,0,6,0,3,0,biscuit
200,110,52,190,0,6,0,1.5,0,biscuit
100,200,0,300,0,0,34,0,0,biscuit
280,100,52,125,17,6,0,3,0,biscuit
200,350,52,250,0,3,0,0,0,biscuit
300,175,52,250,0,12,0,3,0,biscuit
123,65,53,150,0,0,0,1,59,biscuit
175,175,0,350,0,0,0,0,125,biscuit
91,115,0,210,0,0,0,0,0,biscuit
100,150,104,320,0,6,0,3,0,biscuit
350,170,52,250,34,6,0,1.5,0,biscuit
85,225,0,275,0,0,0,0,0,biscuit
225,125,52,225,0,0,0,0,0,biscuit
250,250,88,300,0,0,0,0,0,biscuit
420,225,104,500,0,6,0,3,0,biscuit
135,75,0,85,6,0,0,0,0,biscuit
400,200,208,250,0,0,0,0,0,biscuit
60,120,0,236,0,0,0,0,0,biscuit
125,125,104,275,0,0,0,1,0,biscuit
400,165,52,250,0,6,0,3,0,biscuit
150,175,52,200,0,6,0,1,0,biscuit
310,225,104,310,0,6,0,6,0,biscuit
300,225,126,400,0,18,0,3,0,biscuit
75,75,52,150,0,0,0,0,0,biscuit
125,125,22,180,0,0,0,0,17,biscuit
270,200,104,290,180,6,0,6,120,biscuit
178,260,0,150,375,0,0,0,34,biscuit
150,250,0,250,0,0,0,0,0,biscuit
100,125,52,250,0,0,0,0,0,biscuit
150,110,126,250,0,12,17,3,0,biscuit
220,51,0,240,0,9,0,3,0,biscuit
200,225,52,625,0,9,0,9,0,biscuit
275,250,0,465,0,0,0,0,175,biscuit
192,300,44,500,0,0,0,0,0,biscuit
185,225,44,250,0,0,0,1.5,0,biscuit
200,200,0,375,0,12,0,0,0,biscuit
130,100,52,170,0,3,0,1.5,0,biscuit
120,120,135,220,0,6,0,1.5,0,biscuit
115,125,52,125,0,3,0,0,0,biscuit
300,125,52,250,0,0,0,0,0,biscuit
100,100,0,150,0,0,0,0,0,biscuit
140,180,22,280,170,0,0,1.5,0,biscuit
90,200,0,280,0,0,0,0,0,biscuit
50,60,0,50,0,0,0,0,17,biscuit
240,250,74,240,0,6,0,0,34,biscuit
465,120,208,250,0,12,0,3,0,biscuit
220,225,22,250,0,0,0,0,0,biscuit
165,225,0,300,0,0,0,0,0,biscuit
400,415,208,985,250,9,0,6,0,biscuit
440,225,104,325,0,12,0,0,0,biscuit
700,450,312,1000,475,56.66666667,250,1,0,biscuit
50,225,0,250,0,0,0,0,0,biscuit
250,110,104,250,0,9,0,1.5,0,biscuit
537,350,104,500,0,12,0,0,0,biscuit
390,395,22,225,0,0,0,0,0,biscuit
75,115,0,205,0,0,0,1,0,biscuit
290,225,104,500,0,12,0,3,0,biscuit
220,170,0,270,34,0.75,0,0,0,biscuit
117,400,0,225,397,0,0,0,68,biscuit
198,300,0,500,0,0,0,1,0,biscuit
300,225,104,250,0,6,24,6,0,biscuit
200,115,52,148,0,9,0,3,0,biscuit
200,0,104,750,0,6,125,3,0,biscuit
125,125,104,100,0,1.5,0,0,0,biscuit
110,225,0,225,0,0,0,0,0,biscuit
225,110,52,340,0,6,0,0,110,biscuit
260,225,104,280,0,6,0,3,0,biscuit
50,120,0,140,0,0,0,0,0,biscuit
150,175,156,200,0,6,0,0,0,biscuit
100,200,104,500,0,0,0,0,0,biscuit
160,115,52,155,0,0,0,0,0,biscuit
400,295,0,250,120,0,0,0,0,biscuit
300,250,104,450,0,12,0,0,0,biscuit
100,100,52,200,0,0,0,0,0,biscuit
110,125,52,260,0,3,0,0,0,biscuit
100,100,0,225,0,0,0,0,0,biscuit
490,225,312,625,68,24,0,0,0,biscuit
100,100,52,142,0,0,0,0,0,biscuit
190,110,52,110,0,3,0,3,0,biscuit
50,150,0,175,0,0,0,0,0,biscuit
200,200,104,350,0,6,0,0,0,biscuit
480,0,208,645,0,6,0,0,0,biscuit
100,170,44,220,0,0,0,0,0,biscuit
250,500,0,625,397,0,0,0,0,biscuit
320,110,104,250,0,6,0,3,0,biscuit
120,180,44,300,0,3,0,0,0,biscuit
200,155,52,250,0,6,0,1.5,68,biscuit
230,165,52,215,170,4.5,0,3,0,biscuit
55,115,0,170,0,0,0,0,0,biscuit
160,115,52,140,0,3,0,3,0,biscuit
200,150,52,250,17,3,0,3,0,biscuit
100,50,52,175,0,3,0,0,34,biscuit
147,250,52,300,0,0,0,0,0,biscuit
100,110,31,125,0,3,0,1,0,biscuit
310,125,52,320,0,0,0,0,51,biscuit
193,125,52,250,0,0,0,0,0,biscuit
132,70,34,50,0,0,0,0,0,biscuit
185,225,52,315,0,1.5,0,0.75,0,biscuit
125,150,0,200,0,6,0,0,0,biscuit
50,0,0,160,0,0,0,0,0,biscuit
240,120,74,350,0,4.5,0,1.5,0,biscuit
200,100,0,150,0,1,0,0,0,biscuit
420,215,104,440,0,6,0,6,0,biscuit
100,120,0,500,0,0,0,0,170,biscuit
220,225,104,750,0,9,0,9,0,biscuit
325,150,156,500,0,0,0,0,0,biscuit
150,55,52,125,0,3,0,1.5,0,biscuit
200,225,104,300,0,0,0,0,0,biscuit
500,225,460,1000,0,42.5,0,0,0,biscuit
100,240,52,120,0,4,0,1,0,biscuit
370,220,104,510,0,6,120,6,0,biscuit
215,170,74,250,0,3,0,3,0,biscuit
570,275,52,250,68,12,0,3,0,biscuit
200,150,104,310,0,13.5,0,3,0,biscuit
250,350,208,650,0,13.5,0,0,0,biscuit
100,125,52,225,0,0,0,3,0,biscuit
175,225,104,375,0,0,0,0,0,biscuit
250,250,104,500,0,0,0,0,0,biscuit
110,60,0,350,0,0,0,0,350,biscuit
225,0,0,140,0,0,0,0,0,biscuit
100,120,104,125,0,0,0,0,0,biscuit
375,225,104,475,30,6,0,3,0,biscuit
55,225,0,280,0,0,0,3,0,biscuit
293,60,104,60,0,3,0,0,0,biscuit
100,120,0,165,60,3,0,0,0,biscuit
250,250,178,500,0,0,0,0,0,biscuit
200,450,0,535,0,0,0,0,0,biscuit
150,100,104,165,0,0,17,1,0,biscuit
185,160,0,210,0,0,0,0,0,biscuit
265,225,104,300,0,6,0,3,0,biscuit
300,0,156,100,0,6,0,0.75,0,biscuit
68,143,0,440,0,17,0,3,0,biscuit
370,200,104,375,0,6,0,6,0,biscuit
250,100,0,75,0,0,0,0,0,biscuit
425,225,0,375,0,6,7,3,0,biscuit
50,100,0,100,0,0,0,0,0,biscuit
110,110,0,405,0,6,68,6,0,biscuit
400,0,260,300,0,6,0,3,0,biscuit
68,225,0,250,0,0,0,3,0,biscuit
150,110,52,245,0,3,0,3,0,biscuit
115,121,104,175,106,6,0,6,0,biscuit
110,225,0,340,0,0,0,0,0,biscuit
250,500,0,1050,0,0,0,0,0,biscuit
675,310,156,475,111,30,0,0,0,biscuit
375,280,0,310,59.5,0,0,0,0,biscuit
250,276,52,300,0,6,0,6,0,biscuit
75,225,0,250,0,0,0,0,0,biscuit
175,100,52,350,0,6,0,0,34,biscuit
275,300,104,410,0,6,0,6,0,biscuit
75,75,0,150,0,0,0,0,6,biscuit
250,0,156,275,0,12,0,0,0,biscuit
235,255,66,290,0,0,0,0,0,biscuit
225,50,0,900,0,6,150,6,0,biscuit
225,200.5,52,200,0,6,80,2.25,0,biscuit
385,0,156,375,0,6,12,0,0,biscuit
100,125,52,225,0,0,0,3,0,biscuit
320,155,52,370,0,3,68,6,0,biscuit
250,215,104,500,0,7.5,0,3,68,biscuit
50,125,0,170,0,0,0,0,0,biscuit
300,100,52,185,0,3,0,0,0,biscuit
426,225,104,300,0,0,0,1,0,biscuit
200,225,77,350,225,0,0,0,0,biscuit
300,225,52,375,0,12,0,3,0,biscuit
200,100,0,400,0,0,0,0,0,biscuit
90,60,0,180,0,3,0,0,6,biscuit
188,450,0,500,0,0,0,0,0,biscuit
400,110,0,250,120,0,0,0,0,biscuit
210,235,52,225,0,4.5,0,1.5,0,biscuit
440,145,104,250,25.5,3,0,1.5,0,biscuit
460,360,156,360,0,24,0,6,0,biscuit
167,150,88,230,0,9,0,0,0,biscuit
68,200,0,184,0,6,0,1,85,biscuit
125,100,104,50,0,0,0,1,0,biscuit
225,250,0,300,0,0,0,0,51,biscuit
50,100,0,150,0,0,0,0,0,biscuit
300,310,156,700,51,9,0,0,0,biscuit
75,50,0,90,0,0,0,1,25.5,biscuit
300,225,104,250,0,3,0,1.5,0,biscuit
175,100,52,350,0,6,0,0,68,biscuit
